like1,parlogA,parlogK,parw,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,chain
-41.879677,-0.3351203,-2.1116166,1.2069788,0.0,-0.13149236,-0.14540131,-0.109946124,-0.065363325,-0.02977176,-0.0076512634,0.0030492675,0.006329816,0.005820512,0.0,-0.2675687,-0.1215035,0.04826797,0.06889225,0.012623553,-0.020901596,-0.014371767,0.0015543787,0.00626202,0.0,-0.2869991,0.019239906,0.10966502,-0.0147899585,-0.041405376,0.00849359,0.015438063,-0.0043185907,-0.005678897,0.0,-0.26577866,0.12581208,0.043195046,-0.06908669,0.016004333,0.01913315,-0.015244421,-0.00018066354,0.005979066,0.0,-0.22398393,0.17454442,-0.049424645,-0.02896422,0.04167874,-0.021281414,0.00047086892,0.007860532,-0.0063075325,4.0
-40.929573,-0.37070486,-1.8032631,2.2565842,0.0,-0.11881493,-0.13531022,-0.10632422,-0.066681854,-0.033190135,-0.010987521,0.00083166396,0.005364827,0.005775252,0.0,-0.2700494,-0.00035687065,0.10857702,0.00028697,-0.043654677,-0.0001730704,0.017551802,9.2780334e-05,-0.007056848,0.0,-0.22258775,0.15983497,-0.02527888,-0.046111938,0.043275647,-0.012535202,-0.008398405,0.011070665,-0.004572874,0.0,-0.12950072,0.14411406,-0.10830867,0.06258736,-0.026102789,0.0038841171,0.006172611,-0.00843082,0.006900392,0.0,-0.027729016,0.0349793,-0.032976437,0.027534796,-0.021475619,0.016020045,-0.011574193,0.008159384,-0.005639231,5.0
-48.365395,0.32253754,-2.9240074,1.1561438,0.0,-0.5953207,-0.13699862,0.024127314,0.018359784,0.00196949,-0.0012631546,-0.00047480434,8.822721e-06,4.6417947e-05,0.0,-0.6422804,0.011505289,0.059838206,-0.0021474778,-0.005555573,0.00030027737,0.00051399,-3.7278962e-05,-4.7383146e-05,0.0,-0.60204,0.12866081,0.028786525,-0.018179912,0.0011940536,0.0014443905,-0.00042030532,-4.520781e-05,4.8953985e-05,0.0,-0.5166942,0.18782869,-0.019975754,-0.010297787,0.0056109075,-0.0010769771,-0.00013303921,0.00014904482,-4.1743457e-05,0.0,-0.4071472,0.19261438,-0.05305996,0.00709499,0.001603851,-0.0014220375,0.00052280386,-0.0001143888,5.240485e-06,0.0
-48.238316,-0.10313236,-1.1001706,2.866861,0.0,-0.14216985,-0.22036119,-0.25154698,-0.2503805,-0.22882834,-0.19616134,-0.15917292,-0.12252332,-0.08913485,0.0,-0.6215491,0.13581043,0.36383605,-0.16548271,-0.19419096,0.14720064,0.090781085,-0.11303065,-0.032777164,0.0,-0.42134222,0.4968697,-0.31917846,0.061817806,0.12917721,-0.19147049,0.14400862,-0.048600297,-0.033861663,0.0,-0.12467892,0.1944541,-0.22434232,0.22678156,-0.21166325,0.18653984,-0.15692799,0.12665015,-0.09817532,0.0,0.15674704,-0.24153438,0.27294612,-0.26766902,0.23965026,-0.19981666,0.15617536,-0.11414688,0.07701432,1.0
-70.811295,0.33089224,-1.2843806,2.8154993,0.0,-0.44746983,-0.6500351,-0.6887036,-0.629171,-0.52060103,-0.39688772,-0.27918604,-0.17886737,-0.10036698,0.0,-1.6054152,0.3154253,0.8550447,-0.34816754,-0.41999766,0.28139377,0.18461688,-0.19700575,-0.06674686,0.0,-1.1062295,1.2210187,-0.7158373,0.09266727,0.3066055,-0.39135256,0.25682768,-0.0599359,-0.08054556,0.0,-0.3562684,0.5253229,-0.57109475,0.54202145,-0.47300744,0.38785204,-0.3017102,0.22333378,-0.15697113,0.0,0.36275563,-0.5343882,0.58001906,-0.54920244,0.47774094,-0.39007097,0.3017403,-0.22169457,0.15423115,2.0
-40.614014,-0.3894488,-2.2085557,2.1562672,0.0,-0.1307215,-0.09745708,-0.041067295,-0.007065556,0.0046567046,0.005179182,0.00273591,0.00078811013,-7.35973e-05,0.0,-0.20015329,0.011862144,0.047665942,-0.0056915367,-0.01118162,0.002038096,0.0025813568,-0.00064551027,-0.0005855532,0.0,-0.16273887,0.09347651,-0.014365106,-0.014338236,0.011707286,-0.0032596434,-0.00095685234,0.0013373359,-0.0005369275,0.0,-0.09629829,0.08304547,-0.048345134,0.02162302,-0.0069641396,0.0007803074,0.0010100313,-0.0010595969,0.00066968874,0.0,-0.024027297,0.023452895,-0.017085796,0.011009722,-0.0066175745,0.0037987684,-0.0021087537,0.0011403325,-0.00060347095,3.0
-68.70836,0.120085835,-1.2220713,1.2069788,0.0,-0.18877795,-0.31370315,-0.38710412,-0.42027467,-0.42321834,-0.40453044,-0.3713832,-0.32958493,-0.28368935,0.0,-0.9966124,-0.7445604,0.15219565,0.642981,0.37217593,-0.17901899,-0.39830786,-0.17031518,0.15589947,0.0,-1.1116402,-0.014549956,0.7900283,0.02068342,-0.5613274,-0.022050044,0.39873564,0.020893399,-0.28317106,0.0,-1.0481411,0.5889394,0.41416097,-0.65136516,0.07158542,0.42280522,-0.28845686,-0.13847373,0.28285888,0.0,-0.8962471,0.8941182,-0.25488973,-0.38130707,0.5615918,-0.28920257,-0.110696584,0.3160157,-0.23657545,4.0
-46.50574,-0.0032761623,-2.3459504,1.1479391,0.0,-0.30851495,-0.2762371,-0.15569092,-0.0573449,-0.00509679,0.012470942,0.01268021,0.0076490315,0.0030820672,0.0,-0.5100692,-0.1851142,0.08433611,0.085596025,0.0060121743,-0.023244644,-0.010221877,0.0031951757,0.0041960347,0.0,-0.5399089,0.036143098,0.15796219,-0.021310883,-0.04549657,0.009376143,0.012887239,-0.003647924,-0.0035839938,0.0,-0.5020043,0.2038261,0.06636362,-0.08749247,0.015810568,0.019570448,-0.012642664,-0.00068023265,0.004031736,0.0,-0.42854333,0.2850533,-0.06230813,-0.04323065,0.047264475,-0.01859701,-0.0016699319,0.006635088,-0.0039173895,5.0
-41.858086,-0.052229214,-2.6963277,1.6992072,0.0,-0.26235235,-0.0779812,0.0055832257,0.010208789,0.0024223437,-0.00039919713,-0.00038422327,-7.04411e-05,2.1185391e-05,0.0,-0.29078665,0.026541824,0.029456913,-0.0055985423,-0.0027184102,0.0008619052,0.00021935374,-0.000114514165,-1.3595817e-05,0.0,-0.2457927,0.089016974,-0.0052918727,-0.007842596,0.0034204551,-0.00037896165,-0.00023774577,0.00012764902,-2.0165167e-05,0.0,-0.17243531,0.09241825,-0.030627947,0.006283318,-9.795213e-06,-0.00068360334,0.0003674572,-0.00012199712,2.5100353e-05,0.0,-0.08953082,0.05646455,-0.025795143,0.01007794,-0.0035278965,0.0011200788,-0.00031963142,7.878592e-05,-1.464619e-05,0.0
-41.112537,-0.44788522,-1.7209873,1.8008509,0.0,-0.08908538,-0.11470921,-0.10521599,-0.0807715,-0.053823557,-0.030782778,-0.01396695,-0.003303133,0.0024080058,0.0,-0.24230842,-0.059493203,0.10095645,0.053161472,-0.03509637,-0.03397128,0.008397575,0.018263677,0.0004791849,0.0,-0.23020326,0.11283693,0.05448194,-0.08052005,0.013483932,0.031792935,-0.022014556,-0.0043722317,0.012642456,0.0,-0.17455605,0.17004415,-0.08239826,-0.00083033624,0.040106893,-0.038674206,0.018546473,0.00037771696,-0.009213282,0.0,-0.103153154,0.12936999,-0.113053344,0.08008621,-0.0465222,0.020150684,-0.0030843404,-0.0057421816,0.00867259,1.0
-46.743176,-0.0535333,-1.3787591,2.9142656,0.0,-0.20093915,-0.27790523,-0.27788234,-0.23706946,-0.18063611,-0.124212064,-0.076077536,-0.039402753,-0.014184881,0.0,-0.6346929,0.15232855,0.29973847,-0.15265098,-0.122182384,0.11020772,0.03828921,-0.06758412,-0.00406746,0.0,-0.41777235,0.46260038,-0.29087806,0.07697696,0.06888761,-0.117066376,0.09312716,-0.041091252,-0.0038438342,0.0,-0.107450925,0.15423389,-0.16445181,0.1543301,-0.13438748,0.11112511,-0.088301346,0.06786614,-0.05062705,0.0,0.18239884,-0.25465083,0.2588777,-0.2264955,0.17904642,-0.12995975,0.08657015,-0.05200204,0.026731154,2.0
-40.358902,-0.48129687,-2.1106465,2.1562672,0.0,-0.10375754,-0.08862357,-0.046524446,-0.014820943,0.00042168665,0.0045272512,0.0037483491,0.001928732,0.00059351936,0.0,-0.17498483,0.0053459764,0.04903559,-0.0030011707,-0.013695208,0.0012622158,0.003811997,-0.00047134655,-0.0010573849,0.0,-0.14442064,0.086556315,-0.011270756,-0.017581306,0.013705987,-0.0032712962,-0.0018929876,0.0020542943,-0.00069897575,0.0,-0.08702506,0.0800777,-0.049216904,0.022773106,-0.007117214,0.00014612463,0.001866624,-0.0017586928,0.0010934714,0.0,-0.023908723,0.02511743,-0.019665044,0.01359717,-0.008755532,0.0053751743,-0.0031852024,0.001834941,-0.0010321519,3.0
-55.220966,0.05921111,-1.7694021,1.2069788,0.0,-0.26202098,-0.36100256,-0.359336,-0.3048937,-0.23076315,-0.15731056,-0.09516432,-0.048238374,-0.016325891,0.0,-0.7573695,-0.45471582,0.12599646,0.31520328,0.12286607,-0.092290185,-0.12013909,-0.023509169,0.049177863,0.0,-0.83174884,0.01883,0.4377613,-0.019830646,-0.23017544,0.015658269,0.120908104,-0.010986439,-0.063448906,0.0,-0.7788559,0.3970983,0.20786232,-0.31518024,0.051186647,0.13994798,-0.098318726,-0.023600722,0.06382973,0.0,-0.662374,0.58168006,-0.16186029,-0.16430305,0.22955911,-0.11503373,-0.019918183,0.0780945,-0.058087174,4.0
-44.887337,0.046191245,-2.3723192,1.8124943,0.0,-0.3585766,-0.23086828,-0.07421246,0.00014087671,0.015495298,0.009947351,0.003188142,-1.2139877e-05,-0.0006695924,0.0,-0.5066964,-0.00544355,0.10511864,0.0022592533,-0.021795651,-0.0007031183,0.004516662,0.00019447274,-0.0009354535,0.0,-0.44733074,0.1914927,0.010880416,-0.044406626,0.016751032,0.0020469145,-0.004353323,0.0014386777,0.0002877707,0.0,-0.31894538,0.2258354,-0.093702234,0.019470047,0.00566403,-0.008052005,0.00452567,-0.0015330984,0.00014612713,0.0,-0.16736332,0.14394453,-0.08906237,0.04672089,-0.021696283,0.008962315,-0.003204648,0.0008958828,-0.000105321466,5.0
